,order_id,customer_id,order_type,promo,order_sum,age,name,last_name,gender
150,77,13,phone,0,316,34,Яна,Алексеева,ж
152,78,660,phone,0,1600,33,Анна,Соколова,ж
1,79,379,phone,0,306,21,Милана,Латышева,ж
156,81,307,phone,0,628,31,Мария,Комарова,ж
157,82,318,website,0,320,38,Мирон,Королев,м
168,87,56,phone,0,334,36,Антон,Баранов,м
170,88,133,website,0,313,29,Полина,Гончарова,ж
172,89,28,phone,0,329,35,Кристина,Антипова,ж
174,90,313,website,0,688,34,Вера,Корнеева,ж
175,91,627,phone,0,1340,46,Александра,Серебрякова,ж
176,92,268,phone,0,318,30,Полина,Казакова,ж
179,94,643,website,0,682,26,Илья,Смирнов,м
181,95,543,website,0,323,25,Максим,Пахомов,м
182,96,374,website,0,333,34,Никита,Лазарев,м
190,100,18,website,0,347,32,Игорь,Алехин,м
92,101,118,phone,0,912,30,Василиса,Волкова,ж
193,102,775,website,0,344,37,Максим,Шевелев,м
197,104,587,phone,0,311,37,Василиса,Рогова,ж
199,105,391,website,0,666,25,Майя,Леонова,ж
200,106,72,website,0,347,18,София,Березина,ж
187,107,794,website,0,652,18,Тимофей,Юдин,м
202,108,192,website,0,316,41,Михаил,Ежов,м
204,109,185,phone,0,668,41,Иван,Егоров,м
206,110,588,website,1,350,22,Татьяна,Рожкова,ж
212,113,734,phone,0,1236,34,София,Филиппова,ж
216,115,594,website,0,312,29,Роман,Руднев,м
84,116,244,phone,0,612,44,Майя,Иванова,ж
221,118,149,phone,0,333,34,Анастасия,Григорьева,ж
226,119,321,website,0,608,30,Елизавета,Королева,ж
235,123,62,website,0,328,36,Анна,Белоусова,ж
239,124,308,phone,0,694,43,Виктория,Коновалова,ж
242,125,595,phone,0,1550,55,Константин,Румянцев,м
245,126,378,website,0,936,18,Таисия,Ларионова,ж
247,127,467,website,0,345,18,Адам,Москвин,м
248,128,121,website,1,700,23,Диана,Воробьева,ж
250,129,1,website,0,333,18,Валерия,Абрамова,ж
255,131,134,website,1,700,28,Ксения,Горбачева,ж
258,132,413,phone,0,311,30,Александра,Максимова,ж
260,133,739,website,0,326,18,Платон,Фомин,м
261,134,653,website,0,338,25,Тимофей,Соколов,м
262,135,754,website,0,900,41,Екатерина,Черкасова,ж
263,136,267,phone,0,646,33,София,Казакова,ж
264,138,637,phone,0,622,31,Михаил,Смирнов,м
265,139,750,website,0,349,21,Вера,Харитонова,ж
270,142,766,phone,0,308,46,Вероника,Чижова,ж
276,145,629,website,1,350,25,Юлия,Сидорова,ж
77,146,514,phone,0,313,29,Филипп,Новиков,м
259,147,413,website,0,650,30,Александра,Максимова,ж
280,150,252,phone,0,1635,48,Кристина,Иванова,ж
284,153,609,website,1,350,18,Артём,Самсонов,м
285,154,632,website,0,301,18,Александра,Симонова,ж
65,155,366,website,0,334,24,Григорий,Куликов,м
288,156,98,website,0,610,26,Марк,Васильев,м
291,158,213,phone,0,338,31,Андрей,Захаров,м
294,159,384,phone,0,306,53,Елизавета,Лебедева,ж
296,161,749,phone,0,334,36,Алина,Фролова,ж
240,162,308,website,0,313,43,Виктория,Коновалова,ж
300,165,331,website,0,630,18,Елена,Кочетова,ж
302,166,113,website,0,326,44,Алексей,Волков,м
303,167,197,website,0,1750,19,Анна,Ефимова,ж
305,168,71,website,0,909,44,Михаил,Березин,м
107,169,763,website,0,312,28,Елизавета,Чернышева,ж
310,172,618,website,0,933,27,Даниил,Селиванов,м
314,174,188,phone,0,338,41,Егор,Егоров,м
318,175,234,website,0,972,23,Диана,Зубова,ж
236,176,62,phone,0,329,36,Анна,Белоусова,ж
241,178,308,phone,0,1038,43,Виктория,Коновалова,ж
322,181,398,website,1,350,47,Григорий,Любимов,м
249,183,121,website,1,700,23,Диана,Воробьева,ж
37,187,262,website,0,342,28,Василий,Исаев,м
330,188,569,phone,0,326,31,Екатерина,Полякова,ж
331,189,701,website,0,2632,38,Даниил,Тихонов,м
271,191,766,website,0,304,46,Вероника,Чижова,ж
339,194,324,website,1,350,37,Вероника,Короткова,ж
340,195,501,website,0,610,27,Полина,Николаева,ж
349,198,783,phone,0,308,58,Мария,Шишкина,ж
353,199,644,website,0,1902,23,Елизавета,Смирнова,ж
356,200,797,website,0,349,32,София,Яковлева,ж
357,201,400,phone,0,664,40,Елизавета,Любимова,ж
359,202,785,website,0,690,42,Маргарита,Шубина,ж
365,205,261,website,0,906,44,Матвей,Исаев,м
59,212,669,phone,0,648,22,Мария,Сорокина,ж
379,213,226,website,0,1545,29,Варвара,Зимина,ж
15,216,716,website,0,308,32,Дмитрий,Федоров,м
383,218,538,website,1,700,26,Арина,Павлова,ж
208,219,426,website,0,684,27,Мария,Масленникова,ж
201,220,72,website,1,350,18,София,Березина,ж
386,221,130,phone,0,341,50,Варвара,Герасимова,ж
390,223,447,phone,0,698,30,Анна,Миронова,ж
389,225,631,website,0,337,18,София,Сидорова,ж
396,227,533,phone,0,312,44,Мария,Островская,м
399,228,8,website,0,993,29,Леонид,Аксенов,м
407,233,536,website,0,2198,31,Александр,Павлов,м
304,234,197,phone,0,333,19,Анна,Ефимова,ж
409,235,204,website,0,2544,49,Кирилл,Жуков,м
411,236,684,website,0,329,41,Илья,Сурков,м
415,238,512,phone,0,903,45,Арсений,Новиков,м
350,239,783,website,0,686,58,Мария,Шишкина,ж
413,240,310,website,0,323,47,Никита,Константинов,м
217,242,594,website,1,700,29,Роман,Руднев,м
417,244,708,website,1,700,42,Михаил,Туманов,м
419,246,273,website,0,330,22,Алёна,Калинина,ж
422,248,555,website,1,350,28,Вероника,Петровская,м
423,250,490,phone,0,630,47,Полина,Никитина,ж
428,254,385,phone,0,616,34,Виктория,Лебедева,ж
432,259,620,website,0,972,37,Артём,Семенов,м
433,260,459,website,0,309,23,София,Молчанова,ж
88,263,370,phone,0,343,18,Мария,Куликова,ж
439,266,624,website,0,310,22,София,Семенова,ж
209,270,426,phone,0,315,27,Мария,Масленникова,ж
442,272,371,website,0,319,45,Матвей,Курочкин,м
446,274,780,website,0,343,26,Диана,Шилова,ж
43,275,621,website,0,342,36,Андрей,Семенов,м
34,276,270,website,0,692,27,Валерия,Казакова,ж
447,277,655,website,0,662,23,Игорь,Соколов,м
456,283,207,website,1,350,24,Максим,Зайцев,м
463,286,408,website,0,678,25,Тимофей,Макаров,м
2,289,379,phone,0,602,21,Милана,Латышева,ж
158,291,318,website,1,350,38,Мирон,Королев,м
468,292,746,website,0,1038,39,Сергей,Фролов,м
474,295,187,website,1,350,51,Илья,Егоров,м
26,297,567,website,0,1044,21,Анастасия,Полякова,ж
477,298,131,phone,0,301,37,Анастасия,Глебова,ж
482,300,225,website,0,333,19,София,Зеленина,ж
485,301,104,phone,0,642,35,Демид,Виноградов,м
486,302,699,phone,0,672,55,Марк,Тихонов,м
488,303,415,website,0,1645,35,Виктория,Малахова,ж
490,304,245,phone,0,349,44,Екатерина,Иванова,ж
492,305,89,website,0,330,25,Варвара,Бочарова,ж
494,306,299,website,0,939,32,Мария,Козлова,ж
495,307,389,phone,0,301,39,Игорь,Леонов,м
180,309,643,website,1,350,26,Илья,Смирнов,м
498,310,206,website,1,700,29,Мария,Журавлева,ж
502,311,697,phone,0,698,30,Анна,Титова,ж
503,312,418,phone,0,323,52,Александр,Маркелов,м
510,316,64,phone,0,1011,40,Артём,Беляев,м
515,320,380,website,0,313,44,Таисия,Латышева,ж
525,325,546,website,0,319,32,Илья,Петров,м
544,339,155,phone,0,608,42,Арина,Громова,ж
546,342,410,website,0,600,38,Ксения,Макарова,ж
31,344,141,website,0,1384,28,Алиса,Горохова,ж
550,345,767,website,0,332,25,Матвей,Чистяков,м
552,346,350,website,1,350,30,Денис,Кузнецов,м
553,347,151,website,0,616,22,Даниил,Гришин,м
561,350,200,website,0,1023,27,Кира,Жарова,ж
563,351,578,website,0,644,52,Зоя,Попова,ж
566,354,603,phone,0,1620,33,Никита,Савельев,м
569,357,61,website,0,682,31,Дмитрий,Белоусов,м
211,358,403,phone,0,912,18,Александр,Майоров,м
571,359,421,website,0,314,27,Анна,Маркова,ж
575,360,751,website,0,694,32,Ника,Хомякова,ж
585,365,404,website,0,314,33,Даниил,Макаров,м
588,366,455,phone,0,324,34,Даниил,Моисеев,м
147,367,182,phone,0,326,18,Василиса,Дьяконова,ж
590,368,721,phone,0,1026,52,Полина,Федорова,ж
289,369,98,website,0,1035,26,Марк,Васильев,м
558,372,243,phone,0,347,27,Марина,Иванова,ж
592,373,658,website,0,301,18,Вероника,Соколова,ж
595,374,9,website,1,700,26,Арина,Аксенова,ж
596,375,612,website,0,1050,21,Роман,Сахаров,м
551,378,767,phone,0,315,25,Матвей,Чистяков,м
604,383,530,phone,0,656,45,Мария,Осипова,ж
606,384,70,website,1,700,39,Анастасия,Белякова,ж
60,385,669,phone,0,329,22,Мария,Сорокина,ж
612,389,106,website,1,350,23,Анна,Виноградова,ж
613,390,106,website,0,672,23,Анна,Виноградова,ж
616,392,521,website,1,700,34,Николай,Носов,м
619,396,522,website,1,350,18,Варвара,Носова,ж
620,397,198,website,0,1035,38,Вероника,Ефимова,ж
622,398,115,phone,0,686,49,Семён,Волков,м
323,399,398,phone,0,626,47,Григорий,Любимов,м
624,400,116,phone,0,348,31,Ева,Волкова,ж
578,401,547,phone,0,321,36,Глеб,Петров,м
625,402,390,website,0,310,32,Михаил,Леонов,м
39,403,59,website,0,308,40,Анна,Белова,ж
626,404,160,website,0,301,18,Мирон,Гусев,м
408,405,536,website,1,350,31,Александр,Павлов,м
627,406,784,website,0,1029,18,Андрей,Шмелев,м
629,407,35,website,0,616,27,Никита,Архипов,м
630,410,132,website,0,340,28,Никита,Гончаров,м
218,412,594,website,0,325,29,Роман,Руднев,м
633,413,559,website,0,1232,41,Анна,Петухова,ж
56,414,99,phone,0,344,33,Анна,Васильева,ж
635,416,235,phone,0,317,33,Максим,Иванов,м
643,419,278,website,0,340,23,Степан,Карпов,м
602,421,43,website,0,626,37,Александр,Афанасьев,м
649,423,146,phone,0,678,32,Елизавета,Грибова,ж
653,424,76,website,0,628,39,Мария,Бессонова,ж
657,425,393,phone,0,682,33,Андрей,Логинов,м
660,426,667,phone,0,2052,33,Варвара,Соловьева,ж
665,428,338,website,0,322,40,Ксения,Крылова,ж
134,429,166,phone,0,304,18,Юрий,Дегтярев,м
529,430,571,phone,0,2331,38,Богдан,Попов,м
136,432,319,website,1,350,27,Никита,Королев,м
668,433,544,website,0,319,31,Анна,Пахомова,ж
238,434,62,website,0,312,36,Анна,Белоусова,ж
654,435,76,website,1,700,39,Мария,Бессонова,ж
441,436,492,phone,0,1029,27,София,Никитина,ж
54,437,511,website,0,656,25,Кристина,Никулина,ж
670,438,479,phone,0,306,35,Илья,Нестеров,м
672,439,742,phone,0,347,48,София,Фомина,ж
676,441,628,phone,0,325,54,Георгий,Серов,м
376,442,540,website,0,315,18,Ян,Панов,м
547,443,410,phone,0,1520,38,Ксения,Макарова,ж
682,446,787,website,0,329,28,Лев,Щербаков,м
684,447,659,website,0,306,28,Милана,Соколова,ж
686,448,732,phone,0,335,30,Артём,Филиппов,м
632,449,725,website,0,317,27,Елизавета,Федорова,ж
691,451,430,website,0,646,28,Екатерина,Маслова,ж
137,452,319,website,1,700,27,Никита,Королев,м
692,453,757,website,1,350,34,Илья,Чернов,м
119,455,786,website,1,700,25,Серафим,Щербаков,м
694,456,596,phone,0,305,36,Ярослав,Румянцев,м
363,457,477,phone,0,312,23,Анна,Назарова,ж
696,458,266,phone,0,311,30,Виктор,Казаков,м
215,459,120,phone,0,317,48,Артём,Воробьев,м
698,460,420,phone,0,636,34,Фёдор,Марков,м
372,461,381,website,1,350,28,Илья,Лебедев,м
373,462,381,phone,0,1244,28,Илья,Лебедев,м
699,464,589,website,1,350,27,Артемий,Розанов,м
700,465,443,phone,0,317,48,Елизавета,Минина,ж
687,466,732,phone,0,646,30,Артём,Филиппов,м
702,467,4,phone,0,314,31,Владимир,Агеев,м
597,470,612,website,0,319,21,Роман,Сахаров,м
153,472,660,phone,0,324,33,Анна,Соколова,ж
556,475,704,website,1,350,28,Андрей,Третьяков,м
332,476,701,website,1,350,38,Даниил,Тихонов,м
706,477,458,phone,0,686,34,Вера,Моисеева,ж
714,480,81,phone,0,321,40,Анна,Бондарева,ж
715,481,604,phone,0,2648,35,Дмитрий,Савельев,м
716,482,471,phone,0,338,46,Елизавета,Муравьева,ж
718,483,386,phone,0,696,31,Варвара,Лебедева,ж
522,484,736,website,0,1640,26,Милана,Фирсова,ж
358,487,400,website,1,700,40,Елизавета,Любимова,ж
623,490,115,website,0,606,49,Семён,Волков,м
720,491,139,phone,0,329,51,Константин,Горлов,м
650,492,146,website,0,341,32,Елизавета,Грибова,ж
126,494,73,phone,0,694,25,Полина,Беспалова,ж
195,497,466,website,0,335,28,Злата,Морозова,ж
728,499,648,website,0,311,42,Вероника,Смирнова,ж
334,500,534,website,1,700,30,Максим,Островский,м
729,501,36,phone,0,1635,42,Тимур,Архипов,м
725,503,639,phone,0,342,35,Михаил,Смирнов,м
669,505,544,phone,0,632,31,Анна,Пахомова,ж
351,506,783,website,0,676,58,Мария,Шишкина,ж
178,509,268,website,1,350,30,Полина,Казакова,ж
651,510,146,phone,0,634,32,Елизавета,Грибова,ж
733,511,666,website,1,350,25,Ника,Соловьева,ж
251,515,1,website,0,960,18,Валерия,Абрамова,ж
306,516,71,phone,0,987,44,Михаил,Березин,м
493,517,89,phone,0,1368,25,Варвара,Бочарова,ж
736,518,499,website,0,927,36,Олег,Николаев,м
741,522,741,website,0,618,18,Ева,Фомина,ж
745,524,600,website,0,305,34,Анастасия,Рябова,ж
749,526,561,website,1,700,40,Макар,Поздняков,м
750,527,387,website,0,978,28,Владимир,Левин,м
752,530,296,website,0,646,19,Максим,Козлов,м
524,531,542,website,0,692,45,Ярослава,Парамонова,ж
169,532,56,phone,0,305,36,Антон,Баранов,м
753,533,332,website,1,700,52,Даниил,Кошелев,м
758,536,40,phone,0,319,33,Ярослава,Архипова,ж
374,537,381,phone,0,340,28,Илья,Лебедев,м
461,538,407,phone,0,906,18,Тимофей,Макаров,м
295,539,384,phone,0,1348,53,Елизавета,Лебедева,ж
167,542,575,website,1,350,36,Александра,Попова,ж
4,543,379,website,0,608,21,Милана,Латышева,ж
760,544,178,website,1,700,25,Юлия,Дорохова,ж
761,546,258,website,0,314,28,Екатерина,Иванова,ж
173,549,28,website,0,332,35,Кристина,Антипова,ж
765,550,468,website,0,696,33,Роман,Москвин,м
673,552,742,website,1,700,48,София,Фомина,ж
767,553,453,website,1,700,25,Виктория,Михайлова,ж
769,554,217,website,1,700,20,Егор,Захаров,м
770,555,322,phone,0,638,42,Михаил,Коротков,м
671,558,479,phone,0,333,35,Илья,Нестеров,м
774,559,227,website,1,350,26,Иван,Зиновьев,м
429,560,385,website,0,614,34,Виктория,Лебедева,ж
776,562,671,phone,0,1296,36,Мария,Сорокина,ж
777,565,665,phone,0,670,34,Милана,Соловьева,ж
256,566,134,phone,0,339,28,Ксения,Горбачева,ж
778,567,683,phone,0,328,44,Марк,Судаков,м
764,570,433,website,1,350,31,Ольга,Матвеева,ж
779,572,756,phone,0,346,37,Андрей,Чернов,м
246,573,378,website,0,654,18,Таисия,Ларионова,ж
783,575,265,website,0,1720,49,Марк,Исаков,м
726,577,639,website,0,306,35,Михаил,Смирнов,м
534,579,337,website,0,1244,39,Мирослава,Краснова,ж
707,580,458,phone,0,662,34,Вера,Моисеева,ж
455,581,646,website,0,648,23,Вероника,Смирнова,ж
327,586,504,website,0,348,18,Майя,Николаева,ж
638,587,633,website,0,918,19,Егор,Синицын,м
792,592,211,phone,0,350,36,Милена,Зайцева,ж
795,597,301,website,0,1212,41,Анна,Козлова,ж
462,599,407,phone,0,918,18,Тимофей,Макаров,м
796,600,487,website,1,700,28,Иван,Никитин,м
368,601,664,website,1,700,23,Екатерина,Соловьева,ж
71,603,562,website,0,324,51,Полина,Позднякова,ж
799,604,500,website,0,349,32,Михаил,Николаев,м
804,606,108,website,0,303,36,Елена,Виноградова,ж
806,607,527,website,0,924,36,Майя,Орлова,ж
807,608,480,website,0,694,43,Дарья,Нестерова,ж
808,609,286,phone,0,1011,43,Борис,Климов,м
813,612,535,phone,0,318,34,Марк,Павлов,м
219,613,594,phone,0,618,29,Роман,Руднев,м
817,615,124,website,0,316,37,София,Воронкова,ж
819,617,145,website,1,350,18,Ульяна,Грекова,ж
603,618,43,phone,0,1047,37,Александр,Афанасьев,м
395,619,713,website,0,312,29,Иван,Ушаков,м
787,620,714,phone,0,1360,43,Кира,Фадеева,ж
820,621,173,website,0,972,38,Мария,Денисова,ж
821,622,799,website,1,700,22,Арина,Яковлева,ж
824,625,55,phone,0,1316,32,Матвей,Баранов,м
826,626,137,phone,0,302,34,Ольга,Горбунова,ж
292,627,213,website,0,339,31,Андрей,Захаров,м
818,629,124,website,1,350,37,София,Воронкова,ж
697,631,266,website,0,648,30,Виктор,Казаков,м
484,632,225,website,0,330,19,София,Зеленина,ж
829,634,222,website,0,309,37,Анна,Захарова,ж
830,635,30,website,0,326,25,Иван,Антонов,м
122,637,495,phone,0,646,18,Леонид,Никифоров,м
352,638,783,website,1,700,58,Мария,Шишкина,ж
315,639,188,website,0,302,41,Егор,Егоров,м
832,640,680,website,0,628,33,Арина,Степанова,ж
593,647,658,website,1,350,18,Вероника,Соколова,ж
838,649,248,website,0,638,24,Полина,Иванова,ж
636,651,235,website,1,350,33,Максим,Иванов,м
130,653,163,phone,0,942,18,Даниил,Давыдов,м
840,655,394,phone,0,306,39,Денис,Лосев,м
800,657,500,phone,0,658,32,Михаил,Николаев,м
843,658,360,website,0,324,28,Дмитрий,Кузьмин,м
586,660,404,website,0,344,33,Даниил,Макаров,м
648,661,237,website,0,329,38,Ярослав,Иванов,м
713,663,550,phone,0,330,43,Степан,Петров,м
730,667,36,website,0,1360,42,Тимур,Архипов,м
848,669,250,website,0,678,31,Виктория,Иванова,ж
850,670,792,website,0,305,28,Руслан,Щукин,м
471,671,584,website,1,700,19,Иван,Прохоров,м
855,673,231,website,1,350,21,Алексей,Зорин,м
98,676,474,website,1,350,18,Ольга,Мухина,ж
857,678,642,website,0,301,32,Михаил,Смирнов,м
858,679,782,website,0,334,22,Виктор,Шишкин,м
560,680,243,phone,0,620,27,Марина,Иванова,ж
859,682,748,website,0,987,18,Виктория,Фролова,ж
746,683,600,website,0,344,34,Анастасия,Рябова,ж
865,687,94,website,1,700,26,Алексей,Буров,м
663,689,48,phone,0,347,32,Вероника,Афанасьева,ж
496,692,389,phone,0,309,39,Игорь,Леонов,м
254,695,615,phone,0,317,18,Александра,Свиридова,ж
159,696,318,website,0,682,38,Мирон,Королев,м
872,697,218,phone,0,322,41,Артём,Захаров,м
451,700,581,website,0,317,26,Илья,Потапов,м
196,701,466,phone,0,347,28,Злата,Морозова,ж
223,702,149,website,1,700,34,Анастасия,Григорьева,ж
874,703,460,website,0,1296,18,Милена,Молчанова,ж
875,704,489,phone,0,632,35,Мария,Никитина,ж
877,706,158,website,1,350,39,Александр,Гусев,м
880,707,335,phone,0,308,43,Александра,Кравцова,ж
361,709,785,website,1,700,42,Маргарита,Шубина,ж
18,710,607,phone,0,678,46,София,Сазонова,ж
52,711,288,website,1,700,18,Анастасия,Климова,ж
883,713,482,phone,0,1670,40,Алексей,Нефедов,м
414,714,310,website,0,319,47,Никита,Константинов,м
886,717,437,website,0,332,27,Варвара,Медведева,ж
887,718,260,website,0,332,53,София,Ильина,ж
589,721,455,website,0,3069,34,Даниил,Моисеев,м
890,722,777,website,0,344,21,Игорь,Шилов,м
405,723,49,website,0,2394,22,Ангелина,Афанасьева,ж
548,727,410,phone,0,337,38,Ксения,Макарова,ж
892,728,781,website,0,302,27,Варвара,Широкова,ж
893,729,251,phone,0,1047,34,Анна,Иванова,ж
894,730,796,website,0,1304,25,Даниил,Яковлев,м
790,734,481,website,1,700,29,Дарина,Нестерова,ж
370,735,86,website,0,331,31,Александр,Борисов,м
853,736,619,website,0,963,28,Диана,Селиванова,ж
614,739,106,website,0,690,23,Анна,Виноградова,ж
896,740,292,website,0,335,39,Василиса,Ковалева,ж
243,741,595,website,0,310,55,Константин,Румянцев,м
224,742,149,website,0,1625,34,Анастасия,Григорьева,ж
191,743,18,website,0,1280,32,Игорь,Алехин,м
899,746,673,website,0,688,23,Елизавета,Софронова,ж
846,747,168,phone,0,698,35,Даниил,Денисов,м
402,753,457,phone,0,700,18,Виктория,Моисеева,ж
901,754,117,phone,0,936,37,Алиса,Волкова,ж
621,755,198,website,0,322,38,Вероника,Ефимова,ж
693,758,757,website,0,646,34,Илья,Чернов,м
675,759,745,phone,0,341,23,Александр,Фролов,м
57,760,99,phone,0,948,33,Анна,Васильева,ж
16,761,716,website,1,700,32,Дмитрий,Федоров,м
742,762,741,website,1,700,18,Ева,Фомина,ж
478,763,131,website,0,342,37,Анастасия,Глебова,ж
903,764,157,website,0,984,46,Михаил,Гуляев,м
744,766,102,website,1,350,22,Варвара,Васильева,ж
705,771,287,website,0,648,27,Даниил,Климов,м
29,772,298,website,0,333,30,Виктория,Козлова,ж
906,773,743,phone,0,326,46,Варвара,Фомичева,ж
908,775,438,phone,0,300,32,Елизавета,Медведева,ж
854,777,619,website,0,330,28,Диана,Селиванова,ж
911,779,454,website,1,700,38,Пётр,Моисеев,м
664,782,48,website,0,616,32,Вероника,Афанасьева,ж
667,784,338,website,0,313,40,Ксения,Крылова,ж
860,785,748,phone,0,1372,18,Виктория,Фролова,ж
479,787,131,website,0,347,37,Анастасия,Глебова,ж
914,788,320,website,1,700,42,Дмитрий,Королев,м
915,789,505,website,1,700,29,Ева,Никольская,м
889,793,593,website,0,948,32,Анастасия,Рубцова,ж
918,794,154,website,0,656,39,Матвей,Громов,м
570,795,61,phone,0,600,31,Дмитрий,Белоусов,м
814,798,535,website,0,610,34,Марк,Павлов,м
539,800,661,website,0,309,22,Валерия,Соколова,ж
642,801,314,website,0,319,18,Елизавета,Корнеева,ж
919,802,358,phone,0,662,33,Надежда,Кузнецова,ж
920,803,690,phone,0,347,32,Алиса,Тарасова,ж
891,804,777,website,0,630,21,Игорь,Шилов,м
661,805,667,website,1,350,33,Варвара,Соловьева,ж
205,807,185,phone,0,312,41,Иван,Егоров,м
921,808,290,website,1,700,26,Алиса,Климова,ж
427,809,221,phone,0,326,45,Мария,Захарова,ж
364,811,477,website,0,646,23,Анна,Назарова,ж
307,812,71,phone,0,321,44,Михаил,Березин,м
69,813,144,website,1,350,18,Михаил,Греков,м
839,815,248,phone,0,312,24,Полина,Иванова,ж
923,817,333,website,1,700,32,Даниил,Кошелев,м
924,818,709,phone,0,640,30,Анастасия,Ульянова,ж
680,822,362,website,0,606,22,Таисия,Кузьмина,ж
584,825,53,website,1,700,22,Арсений,Балашов,м
727,828,639,phone,0,327,35,Михаил,Смирнов,м
933,832,339,website,0,341,37,Анастасия,Крылова,ж
457,833,207,website,0,1854,24,Максим,Зайцев,м
934,834,249,phone,0,329,36,Анастасия,Иванова,ж
935,837,297,website,1,700,22,Дмитрий,Козлов,м
937,838,711,phone,0,602,52,Андрей,Успенский,м
938,839,355,website,0,612,31,Полина,Кузнецова,ж
939,841,208,website,0,933,30,Иван,Зайцев,м
738,842,625,phone,0,327,37,Ярослав,Сергеев,м
812,843,556,website,0,316,18,Анна,Петровская,м
862,846,409,website,0,606,47,Глеб,Макаров,м
942,848,336,website,1,350,18,Дарья,Кравцова,ж
452,849,581,phone,0,300,26,Илья,Потапов,м
863,851,409,phone,0,1545,47,Глеб,Макаров,м
944,853,395,website,0,330,28,Лев,Лукьянов,м
652,857,146,phone,0,682,32,Елизавета,Грибова,ж
947,858,737,phone,0,339,46,Анастасия,Фокина,ж
755,859,332,website,1,700,52,Даниил,Кошелев,м
343,860,762,website,0,640,18,Екатерина,Чернышева,ж
338,861,696,phone,0,1023,19,Павел,Титов,м
681,862,362,phone,0,1725,22,Таисия,Кузьмина,ж
871,863,718,phone,0,668,35,Тимофей,Федоров,м
948,865,78,website,0,334,35,Константин,Богданов,м
949,866,598,phone,0,676,33,Надежда,Рыбакова,ж
803,867,271,website,0,329,27,Алиса,Казакова,ж
952,868,498,website,0,690,34,Елизавета,Никифорова,ж
954,869,686,website,0,1740,27,Мария,Суханова,ж
955,871,614,website,1,700,37,София,Свешникова,ж
198,872,587,website,0,656,37,Василиса,Рогова,ж
837,874,354,phone,0,640,26,София,Кузнецова,ж
957,875,340,website,0,688,42,Дарина,Крылова,ж
721,876,139,website,0,666,51,Константин,Горлов,м
348,877,452,website,1,350,31,Анна,Михайлова,ж
958,878,190,phone,0,606,31,София,Егорова,ж
959,880,726,phone,0,323,51,Михаил,Федосеев,м
481,882,687,phone,0,305,39,Дарья,Сычева,ж
960,884,246,website,1,700,33,Евгения,Иванова,ж
962,886,565,website,0,1268,29,Маргарита,Поликарпова,ж
27,887,567,website,1,350,21,Анастасия,Полякова,ж
963,889,675,phone,0,343,57,Алексей,Старостин,м
301,890,331,website,0,334,18,Елена,Кочетова,ж
964,891,694,website,0,317,27,Илья,Тимофеев,м
